기간,자치구,행정동,구분,계,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85~89세,90~94세,95~99세,100세 이상
2019.3/4,합계,합계,계,10025927,312975,369515,376470,465006,696103,843338,754115,817931,743660,864408,805601,802554,706105,486035,386169,295641,176111,78957,30220,8816,6197
2019.3/4,합계,합계,한국인,9740398,305099,362980,372523,456055,649060,811282,724217,794359,723860,840237,777110,769806,692350,482105,384779,294994,175707,78768,30144,8788,6175
2019.3/4,합계,합계,외국인,285529,7876,6535,3947,8951,47043,32056,29898,23572,19800,24171,28491,32748,13755,3930,1390,647,404,189,76,28,22
2019.3/4,종로구,소계,계,162860,3759,4842,5328,7548,15060,14009,11098,11170,10557,13740,13327,13567,11461,7925,6733,5918,3787,1786,720,276,249
2019.3/4,종로구,소계,한국인,151767,3610,4676,5214,6742,11032,12577,10222,10458,9976,13205,12770,12961,11143,7808,6681,5897,3774,1778,718,276,249
2019.3/4,종로구,소계,외국인,11093,149,166,114,806,4028,1432,876,712,581,535,557,606,318,117,52,21,13,8,2,-,-
2019.3/4,종로구,사직동,계,9700,276,367,381,375,540,711,717,731,738,853,770,784,684,451,422,371,291,134,64,22,18
2019.3/4,종로구,사직동,한국인,9415,266,358,373,368,523,699,675,678,699,825,746,770,673,449,418,369,289,133,64,22,18
2019.3/4,종로구,사직동,외국인,285,10,9,8,7,17,12,42,53,39,28,24,14,11,2,4,2,2,1,-,-,-
2019.3/4,종로구,삼청동,계,3013,61,89,120,118,172,186,205,247,222,213,217,249,264,172,154,147,90,55,18,6,8
2019.3/4,종로구,삼청동,한국인,2771,49,65,106,107,165,178,191,216,184,199,206,237,238,161,149,146,87,55,18,6,8
2019.3/4,종로구,삼청동,외국인,242,12,24,14,11,7,8,14,31,38,14,11,12,26,11,5,1,3,-,-,-,-
2019.3/4,종로구,부암동,계,10525,233,354,436,512,832,834,667,759,681,964,900,831,768,474,459,347,262,126,53,23,10
2019.3/4,종로구,부암동,한국인,10017,233,351,433,500,652,739,579,696,657,948,892,825,765,471,456,347,262,125,53,23,10
2019.3/4,종로구,부암동,외국인,508,-,3,3,12,180,95,88,63,24,16,8,6,3,3,3,-,-,1,-,-,-
2019.3/4,종로구,평창동,계,18830,522,686,739,1036,1351,1279,1089,1267,1204,1652,1682,1695,1408,917,763,645,460,258,112,40,25
2019.3/4,종로구,평창동,한국인,18677,519,683,736,1032,1344,1269,1082,1249,1184,1636,1672,1674,1390,910,761,643,458,258,112,40,25
2019.3/4,종로구,평창동,외국인,153,3,3,3,4,7,10,7,18,20,16,10,21,18,7,2,2,2,-,-,-,-
2019.3/4,종로구,무악동,계,8745,313,438,498,556,508,452,415,592,687,940,693,699,552,411,347,295,208,78,35,14,14
2019.3/4,종로구,무악동,한국인,8697,311,434,498,556,503,450,409,587,683,927,691,694,552,411,347,295,208,78,35,14,14
2019.3/4,종로구,무악동,외국인,48,2,4,-,-,5,2,6,5,4,13,2,5,-,-,-,-,-,-,-,-,-
2019.3/4,종로구,교남동,계,10779,467,477,427,447,591,735,865,1023,895,1029,823,770,672,468,394,335,218,84,32,13,14
2019.3/4,종로구,교남동,한국인,10624,462,473,419,443,585,726,837,1003,873,1019,811,760,663,466,391,334,218,83,31,13,14
2019.3/4,종로구,교남동,외국인,155,5,4,8,4,6,9,28,20,22,10,12,10,9,2,3,1,-,1,1,-,-
2019.3/4,종로구,가회동,계,4487,85,132,166,202,226,260,290,344,348,459,372,378,309,262,227,211,106,63,32,5,10
2019.3/4,종로구,가회동,한국인,4380,84,132,165,199,222,253,277,330,332,450,361,367,299,258,225,210,106,63,32,5,10
2019.3/4,종로구,가회동,외국인,107,1,-,1,3,4,7,13,14,16,9,11,11,10,4,2,1,-,-,-,-,-
2019.3/4,종로구,종로1.2.3.4가동,계,8630,137,158,129,242,571,655,573,576,529,695,715,886,848,599,465,374,234,119,56,32,37
2019.3/4,종로구,종로1.2.3.4가동,한국인,7331,103,109,99,158,363,528,449,457,395,565,616,814,805,573,454,369,232,118,55,32,37
2019.3/4,종로구,종로1.2.3.4가동,외국인,1299,34,49,30,84,208,127,124,119,134,130,99,72,43,26,11,5,2,1,1,-,-
2019.3/4,종로구,종로5·6가동,계,5717,67,70,96,227,572,665,428,305,288,429,498,535,435,325,303,232,135,60,27,12,8
2019.3/4,종로구,종로5·6가동,한국인,5215,62,63,88,186,427,569,387,273,256,401,477,510,416,324,303,232,135,59,27,12,8
2019.3/4,종로구,종로5·6가동,외국인,502,5,7,8,41,145,96,41,32,32,28,21,25,19,1,-,-,-,1,-,-,-
2019.3/4,종로구,이화동,계,8566,138,162,204,362,902,1211,838,614,455,631,564,610,507,397,317,305,199,96,27,13,14
2019.3/4,종로구,이화동,한국인,7924,127,159,203,274,645,1094,772,582,435,615,552,602,500,393,317,305,199,96,27,13,14
2019.3/4,종로구,이화동,외국인,642,11,3,1,88,257,117,66,32,20,16,12,8,7,4,-,-,-,-,-,-,-
2019.3/4,종로구,창신1동,계,6098,100,104,115,195,451,427,327,341,349,491,643,741,598,405,305,261,142,56,29,12,6
2019.3/4,종로구,창신1동,한국인,5248,87,89,107,170,272,335,254,283,300,420,532,634,563,394,304,260,142,55,29,12,6
2019.3/4,종로구,창신1동,외국인,850,13,15,8,25,179,92,73,58,49,71,111,107,35,11,1,1,-,1,-,-,-
2019.3/4,종로구,창신2동,계,9825,149,179,219,414,863,773,593,502,541,862,1085,1085,859,537,424,388,218,80,34,8,12
2019.3/4,종로구,창신2동,한국인,8613,130,161,211,370,602,649,491,434,473,775,957,913,775,521,417,385,215,80,34,8,12
2019.3/4,종로구,창신2동,외국인,1212,19,18,8,44,261,124,102,68,68,87,128,172,84,16,7,3,3,-,-,-,-
2019.3/4,종로구,창신3동,계,7322,224,210,263,330,509,555,546,525,450,597,648,678,590,379,281,254,151,81,27,12,12
2019.3/4,종로구,창신3동,한국인,7163,213,206,258,330,479,534,530,507,435,587,639,666,586,378,279,254,150,81,27,12,12
2019.3/4,종로구,창신3동,외국인,159,11,4,5,-,30,21,16,18,15,10,9,12,4,1,2,-,1,-,-,-,-
2019.3/4,종로구,숭인1동,계,6613,148,204,190,249,410,499,452,529,448,612,594,625,486,374,273,266,146,69,21,10,8
2019.3/4,종로구,숭인1동,한국인,6263,138,195,186,239,367,467,407,486,420,577,554,588,477,369,273,266,146,69,21,10,8
2019.3/4,종로구,숭인1동,외국인,350,10,9,4,10,43,32,45,43,28,35,40,37,9,5,-,-,-,-,-,-,-
2019.3/4,종로구,숭인2동,계,9972,159,178,145,242,811,1246,920,685,581,766,868,932,804,526,407,363,192,82,33,15,17
2019.3/4,종로구,숭인2동,한국인,9488,153,174,141,237,675,1174,873,642,561,741,838,874,782,518,404,362,192,82,33,15,17
2019.3/4,종로구,숭인2동,외국인,484,6,4,4,5,136,72,47,43,20,25,30,58,22,8,3,1,-,-,-,-,-
2019.3/4,종로구,청운효자동,계,13090,396,528,614,702,861,841,834,1033,1080,1224,1092,917,768,574,551,499,328,151,56,24,17
2019.3/4,종로구,청운효자동,한국인,12842,394,522,609,688,808,826,809,1000,1056,1216,1079,901,758,561,545,495,328,150,56,24,17
2019.3/4,종로구,청운효자동,외국인,248,2,6,5,14,53,15,25,33,24,8,13,16,10,13,6,4,-,1,-,-,-
2019.3/4,종로구,혜화동,계,20948,284,506,586,1339,4890,2680,1339,1097,1061,1323,1163,1152,909,654,641,625,407,194,64,15,19
2019.3/4,종로구,혜화동,한국인,17099,279,502,582,885,2400,2087,1200,1035,1033,1304,1147,1132,901,651,638,625,407,193,64,15,19
2019.3/4,종로구,혜화동,외국인,3849,5,4,4,454,2490,593,139,62,28,19,16,20,8,3,3,-,-,1,-,-,-
2019.3/4,중구,소계,계,136663,4051,3968,3374,4615,9906,12128,11178,11414,9363,10637,11087,11636,10281,7047,5691,4776,3020,1495,608,198,190
2019.3/4,중구,소계,한국인,126409,3729,3717,3193,4237,7746,10766,10143,10588,8662,9928,10337,10776,9854,6899,5636,4727,2996,1482,607,196,190
2019.3/4,중구,소계,외국인,10254,322,251,181,378,2160,1362,1035,826,701,709,750,860,427,148,55,49,24,13,1,2,-
2019.3/4,중구,소공동,계,3045,130,176,91,81,100,208,325,401,370,273,242,180,183,104,61,55,34,15,6,6,4
2019.3/4,중구,소공동,한국인,2045,79,113,48,50,73,138,191,261,239,177,167,118,137,89,57,47,31,15,6,5,4
2019.3/4,중구,소공동,외국인,1000,51,63,43,31,27,70,134,140,131,96,75,62,46,15,4,8,3,-,-,1,-
2019.3/4,중구,회현동,계,5864,116,143,118,123,226,337,326,361,371,468,476,690,661,468,314,261,184,94,62,26,39
2019.3/4,중구,회현동,한국인,5264,99,126,97,106,202,312,279,288,308,402,431,619,610,436,302,249,182,90,61,26,39
2019.3/4,중구,회현동,외국인,600,17,17,21,17,24,25,47,73,63,66,45,71,51,32,12,12,2,4,1,-,-
2019.3/4,중구,명동,계,3497,50,86,70,84,198,284,242,249,249,320,313,293,327,235,175,150,87,46,20,12,7
2019.3/4,중구,명동,한국인,2835,37,65,56,68,109,198,174,181,187,263,245,251,299,218,172,145,84,44,20,12,7
2019.3/4,중구,명동,외국인,662,13,21,14,16,89,86,68,68,62,57,68,42,28,17,3,5,3,2,-,-,-
2019.3/4,중구,필동,계,5054,120,113,70,205,811,571,423,352,248,288,333,335,373,237,188,166,100,64,37,11,9
2019.3/4,중구,필동,한국인,4021,106,111,69,120,319,345,333,315,234,270,319,311,363,234,187,166,99,63,37,11,9
2019.3/4,중구,필동,외국인,1033,14,2,1,85,492,226,90,37,14,18,14,24,10,3,1,-,1,1,-,-,-
2019.3/4,중구,장충동,계,5628,106,116,137,267,950,776,411,366,315,388,321,349,326,219,200,184,117,45,26,6,3
2019.3/4,중구,장충동,한국인,4711,87,101,124,214,599,579,361,331,273,337,303,311,302,212,199,182,116,45,26,6,3
2019.3/4,중구,장충동,외국인,917,19,15,13,53,351,197,50,35,42,51,18,38,24,7,1,2,1,-,-,-,-
2019.3/4,중구,광희동,계,6221,98,103,94,156,560,646,534,438,390,416,497,605,518,398,304,221,134,63,25,8,13
2019.3/4,중구,광희동,한국인,4931,67,83,88,117,274,451,389,341,279,331,406,494,469,384,302,218,131,61,25,8,13
2019.3/4,중구,광희동,외국인,1290,31,20,6,39,286,195,145,97,111,85,91,111,49,14,2,3,3,2,-,-,-
2019.3/4,중구,을지로동,계,2002,28,23,18,28,130,165,174,122,107,108,164,229,221,177,111,87,55,24,19,3,9
2019.3/4,중구,을지로동,한국인,1806,27,21,15,23,74,128,162,98,96,102,154,217,214,173,108,86,53,24,19,3,9
2019.3/4,중구,을지로동,외국인,196,1,2,3,5,56,37,12,24,11,6,10,12,7,4,3,1,2,-,-,-,-
2019.3/4,중구,신당5동,계,10846,329,329,261,370,744,1007,903,928,763,900,982,940,734,503,444,359,208,95,28,9,10
2019.3/4,중구,신당5동,한국인,10497,321,321,258,364,692,960,859,901,745,873,949,894,716,499,439,357,207,95,28,9,10
2019.3/4,중구,신당5동,외국인,349,8,8,3,6,52,47,44,27,18,27,33,46,18,4,5,2,1,-,-,-,-
2019.3/4,중구,황학동,계,13669,502,340,245,337,894,1521,1550,1479,937,1005,1017,1039,891,653,493,374,209,126,35,12,10
2019.3/4,중구,황학동,한국인,12631,445,305,227,314,732,1412,1427,1409,879,929,919,911,835,636,490,372,206,126,35,12,10
2019.3/4,중구,황학동,외국인,1038,57,35,18,23,162,109,123,70,58,76,98,128,56,17,3,2,3,-,-,-,-
2019.3/4,중구,중림동,계,13007,634,467,369,442,706,914,1128,1413,1024,1008,1017,1047,841,590,512,399,272,129,44,21,30
2019.3/4,중구,중림동,한국인,12682,617,459,366,434,671,879,1085,1373,998,978,991,1024,829,583,506,396,271,127,44,21,30
2019.3/4,중구,중림동,외국인,325,17,8,3,8,35,35,43,40,26,30,26,23,12,7,6,3,1,2,-,-,-
2019.3/4,중구,신당동,계,9336,187,155,165,247,875,1002,832,725,576,775,863,947,635,394,366,299,155,82,39,9,8
2019.3/4,중구,신당동,한국인,7600,140,128,143,191,497,821,681,600,488,657,671,730,540,376,355,294,152,81,39,8,8
2019.3/4,중구,신당동,외국인,1736,47,27,22,56,378,181,151,125,88,118,192,217,95,18,11,5,3,1,-,1,-
2019.3/4,중구,다산동,계,15075,321,355,375,590,1208,1455,1271,1151,978,1247,1238,1211,1144,767,648,576,316,138,60,13,13
2019.3/4,중구,다산동,한국인,14551,308,347,364,573,1055,1360,1221,1118,950,1211,1211,1178,1133,764,646,573,315,138,60,13,13
2019.3/4,중구,다산동,외국인,524,13,8,11,17,153,95,50,33,28,36,27,33,11,3,2,3,1,-,-,-,-
2019.3/4,중구,약수동,계,17760,609,674,490,607,907,1180,1215,1457,1252,1381,1438,1495,1512,1049,883,720,520,236,104,19,12
2019.3/4,중구,약수동,한국인,17553,604,660,479,596,896,1167,1188,1432,1234,1363,1416,1480,1503,1044,883,718,520,235,104,19,12
2019.3/4,중구,약수동,외국인,207,5,14,11,11,11,13,27,25,18,18,22,15,9,5,-,2,-,1,-,-,-
2019.3/4,중구,청구동,계,14595,421,459,438,593,893,1176,1196,1143,992,1144,1184,1276,1108,724,601,578,364,215,57,23,10
2019.3/4,중구,청구동,한국인,14381,408,456,430,582,859,1151,1172,1126,970,1130,1169,1255,1102,724,601,577,364,215,57,23,10
2019.3/4,중구,청구동,외국인,214,13,3,8,11,34,25,24,17,22,14,15,21,6,-,-,1,-,-,-,-,-
2019.3/4,중구,동화동,계,11064,400,429,433,485,704,886,648,829,791,916,1002,1000,807,529,391,347,265,123,46,20,13
2019.3/4,중구,동화동,한국인,10901,384,421,429,485,694,865,621,814,782,905,986,983,802,527,389,347,265,123,46,20,13
2019.3/4,중구,동화동,외국인,163,16,8,4,-,10,21,27,15,9,11,16,17,5,2,2,-,-,-,-,-,-
2019.3/4,용산구,소계,계,244989,7466,8253,7973,9720,15257,20779,20573,21607,18340,21238,19490,19081,16681,11276,9273,8028,5475,2629,1106,396,348
2019.3/4,용산구,소계,한국인,228830,6823,7432,7390,9245,13782,19007,18491,19570,16616,19804,18328,18097,16172,11024,9170,7967,5447,2626,1100,393,346
2019.3/4,용산구,소계,외국인,16159,643,821,583,475,1475,1772,2082,2037,1724,1434,1162,984,509,252,103,61,28,3,6,3,2
2019.3/4,용산구,후암동,계,18547,521,590,630,808,1131,1567,1461,1566,1312,1638,1519,1528,1285,912,741,597,401,183,89,42,26
2019.3/4,용산구,후암동,한국인,18004,505,580,613,791,1101,1531,1409,1502,1255,1574,1470,1454,1257,895,736,594,398,183,89,41,26
2019.3/4,용산구,후암동,외국인,543,16,10,17,17,30,36,52,64,57,64,49,74,28,17,5,3,3,-,-,1,-
2019.3/4,용산구,용산2가동,계,11831,273,251,307,426,731,1232,1166,1097,814,945,786,891,861,599,526,421,285,127,52,21,20
2019.3/4,용산구,용산2가동,한국인,10485,239,217,274,395,610,1000,923,912,672,839,709,838,829,587,520,418,283,127,52,21,20
2019.3/4,용산구,용산2가동,외국인,1346,34,34,33,31,121,232,243,185,142,106,77,53,32,12,6,3,2,-,-,-,-
2019.3/4,용산구,남영동,계,8521,130,138,121,194,571,661,596,556,515,785,866,957,836,537,393,303,183,84,41,22,32
2019.3/4,용산구,남영동,한국인,7794,117,119,108,172,377,594,540,496,471,723,812,891,799,527,391,297,182,84,41,22,31
2019.3/4,용산구,남영동,외국인,727,13,19,13,22,194,67,56,60,44,62,54,66,37,10,2,6,1,-,-,-,1
2019.3/4,용산구,원효로2동,계,14779,473,579,641,765,899,1024,1009,1170,1129,1344,1213,1171,1000,694,611,450,353,164,57,20,13
2019.3/4,용산구,원효로2동,한국인,14632,468,574,639,764,893,1008,992,1154,1110,1329,1200,1153,989,694,610,449,352,164,57,20,13
2019.3/4,용산구,원효로2동,외국인,147,5,5,2,1,6,16,17,16,19,15,13,18,11,-,1,1,1,-,-,-,-
2019.3/4,용산구,효창동,계,10179,398,390,355,487,679,870,888,962,724,860,823,739,594,396,344,289,214,105,38,12,12
2019.3/4,용산구,효창동,한국인,10056,392,385,352,486,669,857,864,950,714,848,813,733,588,394,343,287,214,105,38,12,12
2019.3/4,용산구,효창동,외국인,123,6,5,3,1,10,13,24,12,10,12,10,6,6,2,1,2,-,-,-,-,-
2019.3/4,용산구,용문동,계,12649,439,424,405,554,807,1008,1010,1097,913,1076,1054,980,864,630,510,432,255,110,54,14,13
2019.3/4,용산구,용문동,한국인,12508,437,421,400,551,796,995,992,1087,895,1061,1033,969,856,629,510,431,254,110,54,14,13
2019.3/4,용산구,용문동,외국인,141,2,3,5,3,11,13,18,10,18,15,21,11,8,1,-,1,1,-,-,-,-
2019.3/4,용산구,이촌1동,계,29251,1298,1756,1643,1488,1535,1499,1663,2353,2486,2939,2414,2059,1741,1112,964,927,714,403,163,60,34
2019.3/4,용산구,이촌1동,한국인,28319,1238,1651,1570,1457,1523,1485,1605,2239,2347,2823,2340,2006,1702,1087,952,924,710,403,163,60,34
2019.3/4,용산구,이촌1동,외국인,932,60,105,73,31,12,14,58,114,139,116,74,53,39,25,12,3,4,-,-,-,-
2019.3/4,용산구,이촌2동,계,9025,330,284,250,302,449,556,752,846,594,681,707,756,788,511,410,364,247,121,49,14,14
2019.3/4,용산구,이촌2동,한국인,8920,325,277,244,299,449,551,745,828,579,672,697,747,784,506,408,364,247,121,49,14,14
2019.3/4,용산구,이촌2동,외국인,105,5,7,6,3,-,5,7,18,15,9,10,9,4,5,2,-,-,-,-,-,-
2019.3/4,용산구,이태원1동,계,9086,206,188,173,237,700,1068,907,838,656,630,612,698,604,462,338,312,227,140,51,18,21
2019.3/4,용산구,이태원1동,한국인,6875,146,125,131,179,361,648,553,541,442,491,513,627,583,447,328,307,226,140,49,17,21
2019.3/4,용산구,이태원1동,외국인,2211,60,63,42,58,339,420,354,297,214,139,99,71,21,15,10,5,1,-,2,1,-
2019.3/4,용산구,이태원2동,계,10812,310,316,280,352,602,1039,1059,1050,815,892,719,766,727,494,457,436,285,127,55,17,14
2019.3/4,용산구,이태원2동,한국인,9298,236,239,227,311,494,856,828,841,657,752,628,696,690,469,447,430,284,127,55,17,14
2019.3/4,용산구,이태원2동,외국인,1514,74,77,53,41,108,183,231,209,158,140,91,70,37,25,10,6,1,-,-,-,-
2019.3/4,용산구,서빙고동,계,14122,361,592,712,921,955,905,756,1002,1146,1532,1288,1047,841,534,423,425,417,184,61,13,7
2019.3/4,용산구,서빙고동,한국인,13356,320,531,668,886,929,870,691,889,1056,1465,1207,996,816,521,414,417,415,184,61,13,7
2019.3/4,용산구,서빙고동,외국인,766,41,61,44,35,26,35,65,113,90,67,81,51,25,13,9,8,2,-,-,-,-
2019.3/4,용산구,보광동,계,15897,315,317,377,544,1025,1593,1289,1358,1086,1380,1347,1365,1194,787,704,559,364,175,62,36,20
2019.3/4,용산구,보광동,한국인,14533,244,266,350,529,900,1393,1074,1162,936,1274,1267,1279,1172,776,700,557,363,175,61,35,20
2019.3/4,용산구,보광동,외국인,1364,71,51,27,15,125,200,215,196,150,106,80,86,22,11,4,2,1,-,1,1,-
2019.3/4,용산구,청파동,계,20715,363,417,516,839,2027,2381,1757,1467,1347,1656,1640,1642,1375,960,783,789,449,180,67,27,33
2019.3/4,용산구,청파동,한국인,19912,352,409,506,815,1797,2258,1663,1424,1307,1617,1591,1563,1346,946,778,786,449,179,67,27,32
2019.3/4,용산구,청파동,외국인,803,11,8,10,24,230,123,94,43,40,39,49,79,29,14,5,3,-,1,-,-,1
2019.3/4,용산구,원효로1동,계,16471,761,691,431,482,945,1584,1874,1903,1418,1294,1092,1115,966,626,464,381,242,114,54,18,16
2019.3/4,용산구,원효로1동,한국인,15834,724,654,415,466,908,1534,1791,1820,1353,1240,1035,1068,937,613,457,378,240,113,54,18,16
2019.3/4,용산구,원효로1동,외국인,637,37,37,16,16,37,50,83,83,65,54,57,47,29,13,7,3,2,1,-,-,-
2019.3/4,용산구,한강로동,계,19504,605,556,478,553,1043,1770,2089,1809,1455,1517,1622,1602,1395,916,724,595,398,201,104,31,41
2019.3/4,용산구,한강로동,한국인,17869,513,416,388,499,1007,1704,1932,1610,1241,1331,1482,1494,1318,876,706,584,395,200,101,31,41
2019.3/4,용산구,한강로동,외국인,1635,92,140,90,54,36,66,157,199,214,186,140,108,77,40,18,11,3,1,3,-,-
2019.3/4,용산구,한남동,계,23600,683,764,654,768,1158,2022,2297,2533,1930,2069,1788,1765,1610,1106,881,748,441,211,109,31,32
2019.3/4,용산구,한남동,한국인,20435,567,568,505,645,968,1723,1889,2115,1581,1765,1531,1583,1506,1057,870,744,435,211,109,31,32
2019.3/4,용산구,한남동,외국인,3165,116,196,149,123,190,299,408,418,349,304,257,182,104,49,11,4,6,-,-,-,-
2019.3/4,성동구,소계,계,311290,11538,11025,9846,12519,22763,26886,25336,27629,22888,25789,24931,25203,21275,14040,11204,9169,5531,2383,847,252,236
2019.3/4,성동구,소계,한국인,303158,11351,10886,9775,12209,20637,25733,24529,27045,22421,25246,24307,24535,20972,13945,11177,9159,5524,2379,845,250,233
2019.3/4,성동구,소계,외국인,8132,187,139,71,310,2126,1153,807,584,467,543,624,668,303,95,27,10,7,4,2,2,3
2019.3/4,성동구,왕십리2동,계,17953,697,608,597,763,1187,1537,1555,1599,1321,1533,1429,1443,1219,828,640,495,293,126,41,23,19
2019.3/4,성동구,왕십리2동,한국인,17519,683,602,594,749,1093,1474,1512,1562,1292,1503,1388,1407,1203,824,636,495,293,126,41,23,19
2019.3/4,성동구,왕십리2동,외국인,434,14,6,3,14,94,63,43,37,29,30,41,36,16,4,4,-,-,-,-,-,-
2019.3/4,성동구,마장동,계,24137,674,698,784,1097,2211,2572,1811,1688,1421,1895,1966,2031,1677,1175,929,754,448,207,68,15,16
2019.3/4,성동구,마장동,한국인,23451,661,691,779,1069,2017,2459,1746,1644,1383,1848,1904,1988,1658,1169,929,753,447,207,68,15,16
2019.3/4,성동구,마장동,외국인,686,13,7,5,28,194,113,65,44,38,47,62,43,19,6,-,1,1,-,-,-,-
2019.3/4,성동구,사근동,계,13630,245,237,243,735,3331,2494,1080,729,562,698,652,623,550,392,389,370,192,67,24,9,8
2019.3/4,성동구,사근동,한국인,11775,237,232,243,618,2215,2097,975,691,547,679,636,617,543,388,388,370,192,67,24,9,7
2019.3/4,성동구,사근동,외국인,1855,8,5,-,117,1116,397,105,38,15,19,16,6,7,4,1,-,-,-,-,-,1
2019.3/4,성동구,행당1동,계,16659,531,572,481,686,1398,1592,1337,1358,1210,1317,1318,1396,1168,725,588,504,273,137,42,17,9
2019.3/4,성동구,행당1동,한국인,16109,525,563,478,666,1164,1512,1287,1342,1184,1299,1296,1351,1150,725,586,504,272,137,42,17,9
2019.3/4,성동구,행당1동,외국인,550,6,9,3,20,234,80,50,16,26,18,22,45,18,-,2,-,1,-,-,-,-
2019.3/4,성동구,행당2동,계,24748,960,1058,1114,1215,1559,1551,1725,2142,2060,2336,2065,1881,1545,1116,939,730,449,183,80,20,20
2019.3/4,성동구,행당2동,한국인,24663,960,1057,1110,1213,1548,1544,1714,2135,2048,2325,2058,1874,1543,1116,939,729,448,183,80,20,19
2019.3/4,성동구,행당2동,외국인,85,-,1,4,2,11,7,11,7,12,11,7,7,2,-,-,1,1,-,-,-,1
2019.3/4,성동구,응봉동,계,16228,539,754,954,868,927,873,982,1362,1469,1681,1324,1131,948,706,615,563,318,147,50,11,6
2019.3/4,성동구,응봉동,한국인,16161,537,753,954,868,921,867,976,1350,1461,1674,1314,1125,946,705,615,563,318,147,50,11,6
2019.3/4,성동구,응봉동,외국인,67,2,1,-,-,6,6,6,12,8,7,10,6,2,1,-,-,-,-,-,-,-
2019.3/4,성동구,금호1가동,계,15974,722,629,527,656,917,1016,1263,1646,1282,1360,1253,1195,1144,777,601,470,314,140,41,8,13
2019.3/4,성동구,금호1가동,한국인,15871,718,624,525,654,914,1008,1247,1631,1271,1349,1250,1183,1139,774,598,470,314,140,41,8,13
2019.3/4,성동구,금호1가동,외국인,103,4,5,2,2,3,8,16,15,11,11,3,12,5,3,3,-,-,-,-,-,-
2019.3/4,성동구,금호4가동,계,15283,797,715,536,478,730,954,1295,1661,1361,1312,1106,1126,1017,687,579,466,282,118,39,15,9
2019.3/4,성동구,금호4가동,한국인,15135,796,713,533,473,702,946,1282,1648,1344,1300,1091,1111,1005,684,579,466,282,117,39,15,9
2019.3/4,성동구,금호4가동,외국인,148,1,2,3,5,28,8,13,13,17,12,15,15,12,3,-,-,-,1,-,-,-
2019.3/4,성동구,성수1가1동,계,17331,596,555,517,771,1150,1574,1541,1468,1200,1493,1622,1520,1263,705,538,398,249,117,34,10,10
2019.3/4,성동구,성수1가1동,한국인,16998,588,546,513,762,1123,1535,1488,1436,1173,1457,1590,1481,1257,699,535,398,248,117,33,10,9
2019.3/4,성동구,성수1가1동,외국인,333,8,9,4,9,27,39,53,32,27,36,32,39,6,6,3,-,1,-,1,-,1
2019.3/4,성동구,성수1가2동,계,15084,468,481,476,586,1005,1421,1517,1346,1128,1270,1152,1189,1077,642,487,417,247,113,38,9,15
2019.3/4,성동구,성수1가2동,한국인,14665,451,465,474,580,949,1354,1446,1301,1108,1247,1117,1148,1063,638,486,417,247,113,38,8,15
2019.3/4,성동구,성수1가2동,외국인,419,17,16,2,6,56,67,71,45,20,23,35,41,14,4,1,-,-,-,-,1,-
2019.3/4,성동구,성수2가1동,계,17979,504,469,453,618,1018,1547,1481,1373,1199,1500,1595,1967,1551,957,685,537,302,136,54,20,13
2019.3/4,성동구,성수2가1동,한국인,17310,483,450,449,613,987,1502,1411,1307,1150,1407,1503,1863,1495,947,683,536,302,136,54,19,13
2019.3/4,성동구,성수2가1동,외국인,669,21,19,4,5,31,45,70,66,49,93,92,104,56,10,2,1,-,-,-,1,-
2019.3/4,성동구,성수2가3동,계,11725,344,306,260,341,840,1294,1110,1008,746,845,952,1037,892,589,447,358,227,90,24,6,9
2019.3/4,성동구,성수2가3동,한국인,11384,338,302,254,321,803,1245,1074,973,718,814,921,1005,876,581,446,358,226,90,24,6,9
2019.3/4,성동구,성수2가3동,외국인,341,6,4,6,20,37,49,36,35,28,31,31,32,16,8,1,-,1,-,-,-,-
2019.3/4,성동구,송정동,계,11546,322,303,295,392,791,1026,889,956,795,943,1060,1170,937,605,427,319,190,85,26,7,8
2019.3/4,성동구,송정동,한국인,11076,309,295,290,386,738,980,845,902,757,906,1010,1108,899,596,423,317,190,84,26,7,8
2019.3/4,성동구,송정동,외국인,470,13,8,5,6,53,46,44,54,38,37,50,62,38,9,4,2,-,1,-,-,-
2019.3/4,성동구,용답동,계,13572,275,313,312,498,959,1299,1007,968,909,1210,1333,1299,1051,646,589,473,290,100,31,6,4
2019.3/4,성동구,용답동,한국인,12572,236,289,301,454,841,1174,913,901,854,1125,1212,1156,998,632,586,471,289,99,31,6,4
2019.3/4,성동구,용답동,외국인,1000,39,24,11,44,118,125,94,67,55,85,121,143,53,14,3,2,1,1,-,-,-
2019.3/4,성동구,왕십리도선동,계,27878,1300,1267,749,956,2033,2579,2331,2742,2002,2210,2281,2211,1748,1081,862,737,482,187,78,17,25
2019.3/4,성동구,왕십리도선동,한국인,27402,1284,1260,741,938,1943,2528,2265,2700,1967,2175,2236,2173,1731,1074,862,736,482,187,78,17,25
2019.3/4,성동구,왕십리도선동,외국인,476,16,7,8,18,90,51,66,42,35,35,45,38,17,7,-,1,-,-,-,-,-
2019.3/4,성동구,금호2.3가동,계,24299,1138,757,699,946,1391,1685,2029,2475,1898,2045,1863,1913,1677,1192,947,823,476,213,80,27,25
